weekday,cam,hour,count
1,985,2,127
1,985,3,113
1,985,4,138
1,985,5,535
1,985,6,1273
1,985,7,2171
1,985,8,3519
1,985,9,2847
1,985,10,2623
1,985,11,2933
1,985,12,3477
1,985,13,3831
1,985,14,3835
1,985,15,3747
1,985,16,3941
1,985,17,3658
1,985,18,3037
1,985,19,2003
1,985,20,1603
1,985,21,557
1,985,22,513
1,985,23,449
1,988,0,181
1,988,1,155
1,988,2,210
1,988,3,190
1,988,4,185
1,988,5,125
1,988,6,198
1,988,7,221
1,988,8,346
1,988,9,499
1,988,10,461
1,988,11,491
1,988,12,749
1,988,13,871
1,988,14,947
1,988,15,985
1,988,16,928
1,988,17,917
1,988,18,1072
1,988,19,842
1,988,20,679
1,988,21,233
1,988,22,225
1,988,23,188
1,1028,0,567
1,1028,1,308
1,1028,2,247
1,1028,3,177
1,1028,4,195
1,1028,5,314
1,1028,6,677
1,1028,7,1033
1,1028,8,1480
1,1028,9,1520
1,1028,10,1353
1,1028,11,1605
1,1028,12,1777
1,1028,13,1935
1,1028,14,1956
1,1028,15,2125
1,1028,16,1801
1,1028,17,1778
1,1028,18,1815
1,1028,19,1695
1,1028,20,1694
1,1028,21,1025
1,1028,22,886
1,1028,23,766
